shipment_id,shipment_date_id,order_id,product_id,warehouse_id,quantity_shipped,lead_time_days
103063,321,27112,7857,4,333,5
103064,28,175377,5711,7,468,24
103065,140,133279,4799,2,204,26
103066,992,57458,3798,10,453,18
103067,982,92433,5024,6,100,18
103068,295,174201,4201,5,445,2
103069,846,131153,1065,3,179,6
103070,87,33495,6548,5,351,24
103071,1071,130131,5830,7,398,9
103072,1047,45171,2216,10,266,1
103073,390,14730,4151,4,125,28
103074,231,48121,2731,8,142,29
103075,937,8875,7334,10,117,14
103076,860,118395,6008,10,341,3
103077,365,165739,1408,6,426,16
103078,792,35856,612,3,208,4
103079,809,142745,4305,8,38,1
103080,728,135462,1154,6,21,2
103081,906,103072,7296,8,407,19
103082,559,33014,7389,10,405,17
103083,537,74050,3421,2,92,3
103084,1034,47632,3602,9,113,22
103085,518,149586,2586,8,104,19
103086,731,93741,6436,7,73,27
103087,1058,133111,4772,6,15,2
103088,338,172590,1634,1,132,20
103089,953,62351,845,6,390,29
103090,93,38364,3999,2,168,15
103091,472,9934,2178,10,392,1
103092,851,54579,7279,5,53,7
103093,352,127563,2369,7,436,19
103094,560,29997,5108,9,429,20
103095,485,24303,3069,5,31,24
103096,305,160823,3531,7,478,28
103097,336,58434,7851,4,356,7
103098,151,135336,6142,1,23,25
103099,78,95914,5718,4,294,3
103100,750,24472,3369,4,85,15
103101,356,136952,2562,1,26,23
103102,173,111170,1128,3,467,24
103103,788,30614,5151,7,107,17
103104,73,85888,6811,7,295,24
103105,120,59052,352,8,241,16
103106,274,143072,222,7,312,3
103107,468,140469,1359,4,132,16
103108,894,75247,4801,9,9,5
103109,756,119595,6352,3,289,2
103110,32,159491,221,3,79,27
103111,939,162422,4067,6,401,12
103112,1044,143233,4587,6,406,24
103113,131,123482,714,10,114,15
103114,257,162492,2492,7,155,5
103115,146,122752,5259,5,253,6
103116,214,156854,1715,9,434,12
103117,760,58986,7007,9,29,19
103118,136,80782,3670,7,40,24
103119,67,67993,5399,2,488,26
103120,599,133079,3108,9,20,8
103121,830,112366,6883,8,179,30
103122,1051,30003,3048,2,24,12
103123,747,22498,3010,4,376,12
103124,1083,93525,4363,8,355,4
103125,440,88338,1596,10,193,24
103126,180,10876,286,4,73,22
103127,444,178083,5994,5,488,17
103128,830,56571,722,2,420,4
103129,606,9139,5881,9,274,22
103130,48,11828,1469,8,228,19
103131,709,174185,3826,8,196,21
103132,963,24288,6494,6,454,14
103133,464,132673,5875,6,128,7
103134,107,44146,7016,6,148,23
103135,871,172404,1563,2,269,27
103136,406,83297,1406,9,13,18
103137,411,4997,6379,5,341,6
103138,311,16952,2317,10,394,2
103139,850,35717,3397,7,213,10
103140,488,24127,5322,8,289,2
103141,1096,34059,4064,6,169,16
103142,174,27275,4119,2,34,17
103143,283,70209,6084,3,361,16
103144,396,87774,5471,6,395,19
103145,155,170507,1149,4,276,29
103146,597,33473,3925,10,79,21
103147,180,73777,32,8,86,10
103148,651,31559,6368,7,35,19
103149,742,51644,2003,7,88,28
103150,741,481,750,5,83,19
103151,320,137943,7370,10,399,30
103152,254,177936,933,4,323,26
103153,322,169895,3092,4,129,10
103154,737,96173,4749,6,137,4
103155,957,148799,6575,10,166,22
103156,636,89288,3515,2,468,7
103157,133,56523,2448,7,253,17
103158,869,83697,283,9,264,3
103159,313,167474,2869,2,409,28
103160,609,17020,3301,6,322,10
103161,532,143830,1537,9,417,12
103162,329,26923,7135,5,338,9
103163,66,6640,939,1,303,10
103164,564,109342,4096,8,217,29
103165,631,84539,7213,9,124,12
103166,728,42269,6098,9,87,17
103167,728,95694,1080,5,183,14
103168,1021,70855,7635,10,15,8
103169,708,119871,1990,7,365,28
103170,441,64033,5087,3,279,25
103171,831,11271,4577,1,44,8
103172,421,7130,1827,8,96,24
103173,672,56063,2545,8,326,10
103174,80,145563,6986,1,140,13
103175,429,98156,7533,10,240,6
103176,1091,77892,5400,4,297,24
103177,50,92416,419,6,314,27
103178,687,108668,5998,10,132,25
103179,213,145797,3159,5,413,9
103180,526,106717,1731,8,60,3
103181,78,7068,3817,4,281,6
103182,293,40987,7919,10,422,17
103183,1056,85216,4592,10,420,8
103184,1013,88263,2746,9,266,9
103185,1018,36758,2873,9,332,5
103186,701,62023,5384,2,252,3
103187,963,85279,7702,10,206,12
103188,726,120261,4353,10,285,2
103189,174,179702,7634,6,231,11
103190,101,122391,3719,10,242,1
103191,352,127393,2536,3,327,3
103192,1040,8154,1386,2,261,7
103193,56,151029,796,4,294,24
103194,775,10448,5109,8,192,10
103195,1003,58665,2523,7,192,13
103196,691,9820,4776,3,379,10
103197,990,157669,6528,1,473,10
103198,793,113413,668,6,437,2
103199,276,104897,937,4,84,5
103200,515,29702,3025,10,208,9
103201,748,69737,2807,1,258,22
103202,874,9798,4728,2,394,30
103203,1021,89444,3776,5,17,4
103204,1056,127509,4528,7,102,23
103205,988,130610,3064,9,183,8
103206,982,136405,3038,8,164,20
103207,748,143812,3101,6,262,1
103208,700,122887,7393,6,72,1
103209,27,81936,7459,6,71,19
103210,431,9258,3903,3,394,20
103211,97,43575,2801,4,268,8
103212,689,138575,234,9,70,18
103213,131,91944,4539,4,151,10
103214,174,176656,5539,8,481,8
103215,287,95155,7353,9,320,11
103216,631,123806,3619,1,261,6
103217,25,48695,6622,3,469,16
103218,741,45493,1723,5,32,22
103219,144,98711,2358,3,412,21
103220,820,36934,6598,1,463,26
103221,295,138582,5265,4,233,1
103222,834,152888,6830,10,406,29
103223,268,136155,4803,10,332,17
103224,1006,38126,871,8,483,26
103225,497,108268,328,4,327,11
103226,826,11983,3916,6,211,3
103227,474,114443,3664,6,127,27
103228,772,172757,4854,9,271,17
103229,666,27632,5307,3,55,4
103230,587,15514,7401,6,269,25
103231,605,125311,4398,3,88,10
103232,625,26548,6145,4,170,15
103233,462,127001,7723,2,143,11
103234,906,62643,7475,6,375,25
103235,408,31140,7247,4,328,14
103236,209,28985,3544,1,479,11
103237,168,91610,7967,2,171,2
103238,423,21572,3428,9,302,15
103239,939,113161,4463,5,425,24
103240,787,119168,1876,6,57,9
103241,501,46408,1316,4,55,7
103242,143,152339,1558,6,104,22
103243,653,159431,5151,8,294,26
103244,713,174125,6012,5,423,22
103245,1011,139092,1116,8,32,29
103246,239,106617,3422,6,493,28
103247,352,23281,7476,9,471,15
103248,883,153484,573,5,50,26
103249,174,168816,6270,2,75,5
103250,24,136289,1003,5,12,12
103251,435,100083,957,4,498,20
103252,241,30685,3833,3,183,4
103253,464,42003,1299,2,202,14
103254,520,82952,5849,3,212,21
103255,688,110204,4538,4,87,21
103256,49,30420,1033,1,252,11
103257,812,79945,6712,5,55,8
103258,1088,3386,6647,10,390,30
103259,708,83195,562,8,435,12
103260,959,167061,84,7,30,28
103261,990,160558,839,9,402,9
103262,52,86054,206,1,353,17
103263,122,26627,6843,10,419,6
103264,788,125638,2516,8,496,11
103265,302,171519,4411,3,122,14
103266,808,83925,2258,3,185,9
103267,367,173482,6019,7,405,16
103268,923,165105,5126,9,145,20
103269,638,170718,4601,9,137,7
103270,980,163257,1028,7,43,28
103271,645,93570,4497,3,16,15
103272,979,120229,6605,6,195,22
103273,595,84409,4198,4,168,10
103274,689,24245,7514,9,423,24
103275,985,107808,7558,10,400,26
103276,454,175355,1372,5,287,15
103277,646,56456,6325,6,362,30
103278,67,64083,5038,5,474,7
103279,650,177519,5562,7,122,16
103280,886,116104,1932,7,25,26
103281,693,152961,1466,6,157,9
103282,206,9476,4032,4,72,17
103283,887,165910,947,6,323,7
103284,56,150460,2567,10,395,27
103285,284,61522,2115,8,110,23
103286,304,33607,1980,2,419,26
103287,314,112139,5747,7,190,1
103288,425,41082,5775,6,127,25
103289,1043,148136,4067,3,215,21
103290,50,115936,5593,9,64,25
103291,957,160548,7430,3,334,6
103292,485,50326,5525,6,13,25
103293,353,177607,6432,1,497,15
103294,1061,10297,2274,5,74,14
103295,592,142632,3311,10,91,24
103296,826,77606,5519,3,428,9
103297,196,120173,934,1,384,11
103298,365,176067,7045,3,395,28
103299,315,166886,7904,6,285,12
103300,360,131303,4885,9,142,27
103301,96,108807,2863,5,51,5
103302,1021,121136,6946,4,332,2
103303,605,40283,7089,10,375,6
103304,447,59637,7229,3,234,19
103305,206,162940,1442,4,398,24
103306,390,40851,3310,5,42,15
103307,234,116855,3515,3,313,24
103308,259,95818,3135,10,356,10
103309,951,44528,5854,4,431,30
103310,405,96763,6668,7,12,24
103311,922,79440,2714,5,408,25
103312,186,43189,7668,10,306,15
103313,831,152460,869,6,467,15
103314,113,4361,3527,9,308,5
103315,415,35090,475,8,32,3
103316,154,13369,4932,8,84,20
103317,643,94280,3229,6,80,19
103318,854,122667,2487,4,35,7
103319,600,96138,7032,8,192,19
103320,719,173706,7192,9,93,29
103321,130,28861,1097,10,408,11
103322,196,10775,4385,1,160,20
103323,940,169483,2783,10,53,15
103324,1083,156969,3029,1,430,5
103325,1038,55564,3120,3,346,13
103326,88,117201,6475,7,367,11
103327,322,1821,7796,2,295,27
103328,722,134994,712,4,29,27
103329,478,73372,638,3,42,27
103330,306,1764,4937,1,264,17
103331,147,88544,7472,4,415,30
103332,362,92365,3818,1,375,21
103333,587,7185,2995,7,166,29
103334,473,91635,1156,8,403,17
103335,847,121719,2638,7,184,20
103336,331,40290,6740,8,275,5
103337,520,14065,5509,9,428,28
103338,465,37371,7170,5,483,12
103339,409,22475,128,9,38,15
103340,856,94768,5705,10,244,10
103341,862,99847,2898,2,24,17
103342,1041,19815,235,9,304,7
103343,1007,159224,7139,1,165,21
103344,941,141840,6730,7,3,22
103345,57,172433,5333,9,331,5
103346,629,153159,1416,3,459,11
103347,105,167582,7085,3,435,5
103348,180,13771,6384,7,358,19
103349,376,142483,6340,1,105,15
103350,877,148258,4874,1,370,10
103351,482,124496,6674,6,91,6
103352,448,167264,703,3,54,18
103353,504,134134,4144,6,459,1
103354,612,29131,2196,5,360,15
103355,550,393,5514,7,144,1
103356,1014,32958,6952,6,158,2
103357,514,116599,6303,9,313,10
103358,673,160697,2596,8,109,16
103359,826,130055,2485,3,288,28
103360,470,26393,6048,9,91,2
103361,93,162341,6551,5,310,6
103362,24,16519,1267,5,164,18
103363,382,45751,2139,1,285,22
103364,1018,133683,5203,6,9,15
103365,597,27129,4062,6,367,15
103366,610,24096,3243,5,357,18
103367,752,131971,7985,6,451,18
103368,1066,125988,7273,10,213,16
103369,95,177780,4706,6,422,8
103370,388,38598,275,9,66,1
103371,286,26866,6546,7,157,6
103372,667,106406,7510,7,259,27
103373,331,61207,3266,8,185,10
103374,265,113243,377,5,98,9
103375,695,54539,6770,8,189,28
103376,902,22269,721,8,274,17
103377,446,51338,2084,7,131,6
103378,1011,53326,5134,9,452,23
103379,995,139780,4251,6,16,28
103380,118,161693,6703,5,474,16
103381,788,14234,5510,10,456,15
103382,226,32613,1723,8,346,4
103383,1015,162245,1870,3,159,23
103384,804,158126,6468,8,385,27
103385,1067,39049,6339,6,155,5
103386,723,88023,7206,5,27,14
103387,558,93666,3687,9,170,4
103388,38,74380,4157,6,15,12
103389,453,44090,3,7,167,17
103390,487,59931,7206,1,128,15
103391,817,106933,7866,10,409,4
103392,145,172617,4047,8,219,6
103393,140,105261,6201,3,28,28
103394,258,84993,4872,3,14,8
103395,185,109197,4342,7,403,1
103396,143,51762,6458,6,134,16
103397,668,166419,1949,7,115,24
103398,947,92247,7855,8,439,10
103399,582,76813,780,8,486,10
103400,37,55937,2421,6,94,29
103401,17,32863,1322,9,246,12
103402,552,120606,1709,1,395,18
103403,1052,107217,92,5,406,21
103404,940,32644,4455,6,74,17
103405,398,145933,5403,6,216,25
103406,488,78130,6831,10,305,4
103407,164,30951,1242,5,201,13
103408,424,57430,2796,1,100,28
103409,412,40150,1452,10,174,23
103410,253,138844,1354,2,171,19
103411,100,110080,2776,3,125,22
103412,265,63862,4248,3,475,21
103413,583,14827,75,10,499,28
103414,408,102889,6592,5,470,24
103415,223,103528,4442,3,14,17
103416,334,17736,549,2,222,24
103417,1031,136088,7042,3,363,6
103418,914,128903,6574,10,116,26
103419,677,153980,2934,10,472,26
103420,435,145985,2851,1,378,7
103421,358,74113,2946,6,195,15
103422,551,29172,7828,2,204,19
103423,776,91708,1874,8,441,1
103424,916,159911,5394,9,202,17
103425,99,47026,4162,2,48,16
103426,382,167200,3923,5,310,18
103427,1026,137897,6748,5,433,22
103428,945,174625,535,1,479,4
103429,183,83761,1864,3,369,20
103430,780,92503,1121,1,240,19
103431,521,129380,1026,1,452,6
103432,168,80451,457,2,213,1
103433,466,80380,4456,10,258,2
103434,689,9801,7428,2,95,19
103435,97,138864,3492,8,224,17
103436,417,137090,263,1,66,5
103437,402,116118,4186,1,251,4
103438,168,133371,651,5,263,3
103439,483,13964,6839,5,11,8
103440,794,90475,2175,4,499,25
103441,157,86791,2582,5,21,20
103442,997,36960,4358,7,352,25
103443,495,71060,5629,6,431,10
103444,174,22153,6436,8,67,12
103445,636,46124,6439,2,294,1
103446,188,129401,2592,2,403,18
103447,1091,11460,1083,4,33,4
103448,197,59443,5562,5,266,9
103449,1006,88429,2758,2,439,22
103450,41,81403,6044,7,336,5
103451,231,49730,4594,3,283,10
103452,87,54063,5797,2,86,22
103453,873,125324,6784,1,96,8
103454,932,84430,7741,7,51,3
103455,997,110378,6639,10,266,4
103456,893,57997,4116,4,301,19
103457,1063,130587,1025,5,420,23
103458,759,123155,4811,9,324,2
103459,75,104914,6550,6,209,25
103460,1031,145824,1590,2,409,3
103461,244,117760,5235,1,362,11
103462,206,47309,3032,2,453,11
103463,844,40703,7794,10,99,3
103464,1038,10811,7750,4,51,7
103465,395,138316,5833,2,101,19
103466,753,37458,6888,4,263,12
103467,1017,109218,5273,5,423,4
103468,514,5302,4298,9,156,27
103469,1086,91801,2319,2,127,12
103470,567,29481,4282,7,9,29
103471,859,2022,5808,5,333,21
103472,497,64802,1428,3,401,25
103473,353,24380,7752,2,286,17
103474,401,11592,3647,3,452,2
103475,5,53493,3672,10,338,1
103476,45,107961,3342,10,120,25
103477,1008,160945,1954,5,387,15
103478,865,153668,817,4,446,2
103479,851,139523,531,4,324,8
103480,195,107745,2858,9,406,2
103481,5,101507,5784,8,292,23
103482,436,27023,1472,5,146,5
103483,1043,52601,7697,8,147,19
103484,24,156711,3754,5,127,6
103485,354,17692,7951,9,38,20
103486,185,26364,5419,7,454,17
103487,14,109483,3394,2,95,1
103488,123,100824,4928,9,174,3
103489,683,69946,400,3,329,5
103490,355,131013,3660,8,369,19
103491,676,105845,1835,2,179,13
103492,425,157771,4397,8,1,7
103493,825,14732,6903,6,5,12
103494,630,173601,5043,9,68,28
103495,438,114011,5733,6,122,29
103496,842,119052,846,10,446,3
103497,107,104421,4158,7,196,6
103498,519,92133,4506,7,107,9
103499,756,105438,5760,9,335,10
103500,758,138681,1491,8,188,29
103501,402,73297,6924,3,384,14
103502,52,79871,2598,7,174,18
103503,334,169673,6327,5,398,14
103504,192,40211,1799,2,214,15
103505,34,103093,261,10,306,17
103506,68,62320,221,2,418,30
103507,619,79207,2661,6,83,29
103508,474,166669,5609,9,150,22
103509,821,84596,2966,1,418,22
103510,240,109761,7245,7,12,6
103511,999,14747,7161,3,361,6
103512,716,95455,3623,9,19,23
103513,610,118555,1658,6,270,3
103514,776,108899,958,2,243,3
103515,961,69385,2095,2,439,27
103516,1096,90344,7487,7,448,28
103517,28,74790,6155,3,273,5
103518,496,139445,841,8,254,29
103519,173,26636,7018,5,35,7
103520,389,121747,1409,4,102,17
103521,893,160339,1962,4,270,22
103522,912,171078,1916,8,285,10
103523,327,96398,7874,8,282,25
103524,169,82284,3668,10,3,15
103525,978,2851,1729,6,1,8
103526,655,80197,6514,4,142,11
103527,540,8975,5577,2,434,22
103528,189,123878,3880,7,187,4
103529,326,175161,1702,9,328,19
103530,572,23672,2441,10,87,25
103531,548,162989,1706,6,334,20
103532,377,19088,5525,3,406,25
103533,455,29697,5826,10,426,4
103534,334,22582,5888,7,14,10
103535,436,153492,3991,9,267,21
103536,131,39582,647,3,69,9
103537,445,168263,3520,1,452,11
103538,90,100144,3096,6,201,1
103539,376,89548,7924,8,409,20
103540,942,69252,2447,4,254,15
103541,730,13772,7940,4,284,11
103542,844,131663,3196,3,215,24
103543,1011,142075,1985,10,203,27
103544,521,154678,4699,9,184,7
103545,13,11486,5492,3,90,11
103546,573,174646,3666,1,104,14
103547,528,153824,5463,4,65,9
103548,137,45801,3418,2,148,5
103549,895,177368,4928,9,450,23
103550,578,62856,288,10,3,1
103551,284,52076,2519,10,230,25
103552,217,33099,1170,4,383,11
103553,1075,37241,6412,6,320,2
103554,442,34414,2458,10,46,19
103555,975,39575,4564,2,14,3
103556,21,61433,1603,2,353,20
103557,816,90977,6472,8,22,28
103558,998,146853,6002,3,49,21
103559,832,59297,5712,5,192,20
103560,481,10872,2090,10,158,7
103561,842,146777,4919,4,216,15
103562,422,70377,3647,6,178,28
103563,369,6185,1925,3,470,18
103564,370,57272,7722,8,11,7
103565,49,16787,2174,8,412,22
103566,1055,113733,3907,5,252,18
103567,913,106319,7048,4,446,21
103568,1081,83018,6454,9,11,30
103569,197,49914,5972,1,78,19
103570,273,115479,2792,5,382,30
103571,369,35331,5031,5,140,7
103572,110,141936,897,10,132,8
103573,26,152818,6295,9,92,4
103574,37,108220,6780,8,175,18
103575,616,44037,4539,9,255,20
103576,446,13935,6347,9,225,13
103577,42,149832,5460,3,456,7
103578,1006,60162,4527,10,356,20
103579,271,96703,1673,2,274,27
103580,142,74605,3825,1,201,2
103581,483,84653,3856,2,448,25
103582,515,22004,1733,5,379,21
103583,275,134018,1186,2,87,12
103584,329,49355,4432,8,48,15
103585,651,80339,406,4,369,11
103586,1090,46727,7844,4,277,25
103587,1031,49808,5292,8,493,25
103588,153,79223,1254,1,66,27
103589,418,84785,7547,3,479,15
103590,915,38734,1621,8,294,27
103591,81,121380,2044,2,155,22
103592,767,15696,4608,4,176,25
103593,102,119510,3935,9,6,28
103594,408,139101,905,1,89,14
103595,888,27708,2801,1,467,4
103596,463,42724,416,9,233,27
103597,324,151724,7951,9,20,16
103598,53,110368,3774,5,99,26
103599,542,122652,5410,9,202,7
103600,637,102898,6575,4,90,7
103601,814,85969,2791,3,364,21
103602,1068,5597,5540,8,492,25
103603,48,159562,4296,5,170,27
103604,539,68724,5748,6,182,23
103605,510,91772,407,4,1,29
103606,744,151071,2200,7,72,27
103607,975,8030,6340,3,495,5
103608,471,161631,1020,4,292,24
103609,1061,140836,532,6,230,21
103610,1062,118682,7982,3,451,6
103611,621,169345,4742,8,133,17
103612,596,8388,2221,3,127,16
103613,1005,134865,3271,2,114,12
103614,869,114795,356,3,309,16
103615,727,14451,1762,9,231,27
103616,1,90750,814,4,53,13
103617,900,139404,4485,8,89,26
103618,858,176089,5115,5,380,18
103619,763,161828,646,3,448,14
103620,928,161151,4708,1,367,8
103621,801,56385,3896,1,385,12
103622,878,99460,3394,7,485,30
103623,904,50586,5606,10,451,17
103624,540,4959,7595,7,113,22
103625,420,24626,4861,8,37,15
103626,874,50873,5410,3,427,11
103627,876,40041,3359,10,166,22
103628,219,11912,3349,10,72,27
103629,538,21622,4225,3,101,6
103630,88,100645,2159,4,64,25
103631,863,175673,5330,1,220,30
103632,659,144955,282,1,314,18
103633,883,53651,158,8,488,18
103634,1044,152678,483,2,101,13
103635,863,39210,6073,1,59,14
103636,973,98670,6390,3,187,3
103637,797,55810,5696,6,6,17
103638,864,121625,5746,3,463,18
103639,884,46869,495,5,420,15
103640,739,146754,4049,3,250,18
103641,74,167133,5039,3,186,24
103642,306,157275,7319,6,387,13
103643,643,127100,2448,7,263,16
103644,1037,93816,4572,7,215,26
103645,1009,29695,1472,9,399,11
103646,684,55760,1335,10,250,28
103647,417,34963,7579,4,466,24
103648,596,141233,4050,10,37,23
103649,982,126240,859,8,391,8
103650,15,58485,3097,7,249,18
103651,910,117573,271,5,171,24
103652,1006,81963,7659,6,125,8
103653,44,6187,6358,6,252,17
103654,504,17818,6899,9,342,27
103655,821,149429,4853,10,226,9
103656,345,80306,2449,10,55,13
103657,426,85439,180,6,46,15
103658,1044,166,3938,9,325,15
103659,386,159663,2602,10,304,10
103660,203,168984,139,3,220,12
103661,675,7012,1528,3,16,3
103662,898,147017,1880,6,2,19
103663,73,100386,4834,3,163,22
103664,1052,159518,5848,4,333,25
103665,853,134570,2703,3,488,9
103666,894,40283,944,8,230,19
103667,365,115520,7288,10,232,28
103668,221,165667,6259,7,404,1
103669,362,116305,1845,9,326,4
103670,461,29998,5734,4,21,6
103671,787,47556,2767,3,132,20
103672,577,120280,3578,7,270,15
103673,526,38158,6448,2,480,11
103674,492,159673,4110,10,270,23
103675,852,88314,3927,7,28,23
103676,593,47772,1586,3,61,30
103677,499,166288,4355,9,239,23
103678,1016,87693,2900,1,183,5
103679,265,172490,734,1,125,26
103680,310,165536,3456,8,296,3
103681,1083,121609,2287,10,5,11
103682,148,77428,7772,3,284,2
103683,867,141346,3895,10,480,18
103684,1043,96002,7932,7,321,21
103685,565,77004,1265,8,481,7
103686,790,130774,5144,6,83,4
103687,955,137288,7743,10,356,19
103688,919,163445,5835,3,425,24
103689,893,35885,5735,4,260,26
103690,304,80776,3363,7,287,18
103691,843,98407,7358,8,152,21
103692,985,98600,7091,7,453,3
103693,644,98862,7164,6,91,5
103694,897,177412,2704,9,454,24
103695,49,167334,3638,4,221,4
103696,726,151535,4990,5,227,24
103697,709,148588,1134,2,445,5
103698,232,96427,1267,1,261,20
103699,979,26105,3599,5,238,1
103700,758,36700,5298,1,469,29
103701,709,77116,5082,4,107,4
103702,920,60435,220,2,437,20
103703,23,44778,6898,7,62,23
103704,513,12325,4879,7,99,5
103705,791,30078,569,2,399,21
103706,753,142420,7207,7,462,3
103707,817,134066,5540,6,41,6
103708,592,45209,1575,3,238,20
103709,578,91022,2469,5,404,25
103710,1080,149224,1402,1,89,17
103711,368,72317,3429,7,183,5
103712,647,69284,1406,2,490,18
103713,707,150005,4713,5,284,11
103714,633,109073,3864,4,229,2
103715,894,41064,3566,8,258,12
103716,555,124812,6947,9,5,26
103717,906,154762,3807,5,481,26
103718,319,38662,5743,9,494,26
103719,354,75830,6428,5,412,7
103720,261,15742,4554,8,189,20
103721,993,63357,1607,9,193,13
103722,207,179382,19,7,131,25
103723,685,140183,498,2,241,9
103724,806,116165,5150,4,27,19
103725,255,26622,119,5,447,21
103726,187,102579,7387,3,289,9
103727,284,174003,3852,2,89,13
103728,582,145590,1322,3,256,6
103729,943,129571,7829,3,69,7
103730,178,38772,1616,9,271,14
103731,82,28036,2862,9,60,6
103732,520,77527,1886,9,345,12
103733,948,26653,5097,7,175,19
103734,191,70754,4868,2,396,24
103735,734,158793,5271,9,62,12
103736,756,38516,2541,3,372,10
103737,282,110557,6996,10,369,24
103738,440,167469,3820,4,298,6
103739,2,26206,27,3,348,22
103740,756,124568,4404,3,378,9
103741,1010,172563,3127,6,422,20
103742,1050,139180,7986,6,439,18
103743,716,114456,303,10,438,27
103744,677,169692,4789,6,48,18
103745,1064,135101,3150,6,313,2
103746,842,87177,784,2,234,5
103747,592,84725,5843,1,422,26
103748,324,131677,7033,4,456,29
103749,46,62068,2434,10,406,22
103750,443,54246,1099,3,290,8
103751,744,65266,5722,2,316,7
103752,687,51214,7578,5,224,3
103753,235,25307,3589,2,354,28
103754,866,164912,1922,2,366,7
103755,650,78599,2397,6,71,2
103756,473,88178,4046,3,35,22
103757,557,143145,7432,5,63,23
103758,914,14984,3017,2,318,2
103759,773,78746,3773,3,19,29
103760,1021,8962,141,7,33,3
103761,719,159290,6003,6,52,24
103762,491,40442,6441,7,325,14
103763,434,44939,2716,8,149,11
103764,963,112783,2720,3,179,12
103765,173,54135,6607,3,406,1
103766,358,179028,6327,1,265,6
103767,256,34495,957,4,382,4
103768,611,120279,4386,7,158,13
103769,685,112264,1621,4,160,25
103770,1074,109,4862,4,80,24
103771,160,157860,5088,8,500,17
103772,499,172865,5085,9,49,20
103773,957,82161,1755,1,81,2
103774,257,124345,4080,10,16,7
103775,551,151225,6513,4,278,3
103776,278,17548,7323,5,13,9
103777,935,64889,6474,1,258,28
103778,992,102841,2036,10,322,23
103779,806,142399,4826,5,17,24
103780,245,20019,7221,8,267,12
103781,30,144097,1195,5,457,27
103782,641,80754,1344,1,330,30
103783,487,119300,1171,10,174,8
103784,82,176915,4191,2,316,8
103785,348,51448,2507,8,133,3
103786,385,132663,759,10,459,25
103787,997,84788,5536,9,446,10
103788,582,53556,5725,5,167,25
103789,627,91151,1388,5,170,15
103790,223,91203,6996,8,394,28
103791,525,84820,4112,2,160,5
103792,533,112913,62,3,81,17
103793,8,60529,7532,3,77,21
103794,284,2946,1756,3,156,26
103795,401,173669,7106,9,70,23
103796,134,133606,6269,6,426,29
103797,328,131368,2353,7,87,8
103798,74,173912,242,6,198,29
103799,486,71685,3754,2,354,22
103800,171,102254,2498,2,263,25
103801,237,52119,4775,5,101,27
103802,327,147097,3101,3,402,10
103803,359,66978,4912,2,287,16
103804,732,76027,345,7,495,11
103805,863,28297,7312,2,252,6
103806,823,92823,3695,4,230,16
103807,439,28930,1102,3,6,17
103808,664,38596,1983,4,392,9
103809,987,56702,6597,4,269,27
103810,397,58785,4465,8,24,19
103811,957,14917,6578,1,307,11
103812,18,90691,3472,2,494,15
103813,805,12058,1658,3,126,14
103814,1031,12579,7475,5,453,22
103815,477,139026,6556,2,321,25
103816,667,115235,2070,4,160,26
103817,1056,166596,218,10,480,8
103818,631,59011,6900,3,474,1
103819,704,51491,7569,4,58,13
103820,91,69047,6320,7,380,21
103821,1068,135351,1627,7,287,12
103822,624,143613,973,7,133,27
103823,685,28024,4056,10,433,26
103824,1006,45467,2788,4,347,29
103825,310,145258,1105,2,438,21
103826,113,155652,7932,4,143,7
103827,619,54186,4063,3,499,14
103828,206,99604,5939,1,78,18
103829,817,129385,324,4,305,20
103830,34,67964,7393,9,63,5
103831,861,70335,6686,4,285,22
103832,469,151213,5582,3,471,14
103833,551,178147,591,10,74,1
103834,429,108525,6105,5,229,30
103835,961,67966,3266,10,378,22
103836,359,105883,4638,1,477,20
103837,533,164873,1115,4,265,4
103838,140,9924,4835,3,292,20
103839,163,72889,4585,7,178,7
103840,122,49155,1850,4,208,16
103841,156,53803,898,6,166,16
103842,665,157664,4300,4,239,22
103843,501,157114,4552,7,367,26
103844,579,100529,6412,8,333,9
103845,674,90094,780,7,116,14
103846,1080,17810,4900,4,283,24
103847,662,109396,393,3,388,8
103848,569,125032,3040,10,356,28
103849,534,36913,3851,5,240,23
103850,390,78715,7983,1,420,10
103851,589,7030,1295,3,231,28
103852,198,77310,3988,8,146,1
103853,515,6696,7309,9,252,1
103854,552,56130,1812,10,195,3
103855,389,25885,7986,5,427,26
103856,508,34930,575,3,456,23
103857,4,113571,6510,5,60,28
103858,33,26811,7937,10,347,17
103859,380,179232,835,1,271,22
103860,266,179185,5476,9,20,26
103861,983,133061,2352,7,269,3
103862,17,101697,1712,2,386,19
103863,1016,45418,4785,4,267,5
103864,608,81221,3571,10,339,5
103865,235,109082,6658,1,274,19
103866,931,64888,6485,6,198,24
103867,861,37453,6720,3,26,3
103868,545,70306,5227,7,345,29
103869,936,141887,1254,2,290,28
103870,341,97195,7863,5,467,11
103871,626,60044,4948,5,334,10
103872,617,109387,7940,2,183,21
103873,146,44484,6979,5,295,17
103874,544,6565,2269,7,275,8
103875,447,93843,2439,10,368,17
103876,599,50999,2599,8,336,25
103877,674,87585,5263,5,189,23
103878,459,22902,1467,3,46,18
103879,5,122810,3071,7,301,1
103880,733,30683,7989,2,359,24
103881,34,96393,1527,1,138,23
103882,303,106879,7289,9,192,10
103883,253,21229,4298,6,291,6
103884,344,64331,6640,10,303,23
