DeliveryID,TransporterID,DepartureDate,ArrivalDate,Distance_km,Cost,SKU,Quantity
D10774,T006,2023-10-27,2023-11-02,599,870.48,SKU-459,138
D10775,T005,2023-09-19,2023-09-20,260,198.0,SKU-217,99
D10776,T008,2023-08-11,2023-08-28,217,318.4,SKU-590,188
D10777,T006,2023-10-19,2023-10-23,493,778.02,SKU-123,55
D10778,T009,2023-07-11,2023-07-12,558,751.28,SKU-299,198
D10779,T001,2023-01-14,2023-01-17,174,254.51,SKU-419,51
D10780,T010,2023-04-18,2023-04-21,609,604.34,SKU-387,48
D10781,T007,2023-04-10,2023-04-20,1267,2195.41,SKU-228,188
D10782,T008,2023-10-12,2023-10-18,484,670.9,SKU-342,103
D10783,T006,2023-10-25,2023-11-03,1314,2212.6,SKU-118,23
D10784,T007,2023-08-08,2023-08-09,424,730.97,SKU-343,92
D10785,T010,2023-11-25,2023-12-07,943,745.16,SKU-599,4
D10786,T002,2023-03-07,2023-03-09,1468,1980.95,SKU-427,43
D10787,T006,2023-09-05,2023-09-12,733,962.13,SKU-312,35
D10788,T011,2023-12-04,2023-12-19,96,138.9,SKU-512,46
D10789,T012,2023-10-14,2023-10-18,1207,1559.06,SKU-440,138
D10790,T001,2023-09-02,2023-09-05,1475,1913.05,SKU-389,141
D10791,T005,2023-04-27,2023-04-29,1689,1432.62,SKU-214,89
D10792,T007,2023-05-10,2023-05-20,1090,1819.16,SKU-079,1
D10793,T008,2023-06-13,2023-06-14,1414,1951.93,SKU-562,25
D10794,T002,2023-01-15,2023-01-16,1726,1820.54,SKU-372,146
D10795,T009,2023-02-24,2023-03-02,255,382.58,SKU-330,101
D10796,T003,2023-02-25,2023-02-27,1381,1101.5,SKU-127,162
D10797,T006,2023-04-20,2023-04-21,495,639.19,SKU-521,101
D10798,T004,2023-03-12,2023-03-19,1248,1205.39,SKU-050,196
D10799,T002,2023-03-01,2023-03-07,688,850.52,SKU-326,152
D10800,T010,2023-04-13,2023-04-20,1628,1443.34,SKU-299,107
D10801,T005,2023-10-17,2023-10-24,799,675.82,SKU-018,54
D10802,T006,2023-08-20,2023-08-23,117,169.32,SKU-313,152
D10803,T006,2023-12-14,2023-12-28,1784,2610.28,SKU-581,188
D10804,T008,2023-09-03,2023-09-14,192,327.06,SKU-088,118
D10805,T004,2023-10-20,2023-10-25,480,401.53,SKU-487,27
D10806,T012,2023-11-24,2023-12-05,319,414.88,SKU-246,14
D10807,T006,2023-02-17,2023-02-18,963,1641.44,SKU-302,72
D10808,T008,2023-12-14,2023-12-17,1592,2189.31,SKU-188,64
D10809,T003,2023-10-06,2023-10-12,558,383.55,SKU-082,25
D10810,T012,2023-01-26,2023-01-31,965,1288.91,SKU-037,189
D10811,T004,2023-06-11,2023-06-14,1697,1280.4,SKU-016,145
D10812,T011,2023-11-08,2023-11-15,1291,1965.87,SKU-286,66
D10813,T007,2023-04-19,2023-04-26,113,182.95,SKU-321,158
D10814,T012,2023-08-21,2023-08-28,638,914.69,SKU-085,26
D10815,T009,2023-05-02,2023-05-05,1731,2734.88,SKU-573,169
D10816,T002,2023-07-18,2023-07-21,1603,2001.67,SKU-272,157
D10817,T010,2023-03-13,2023-03-21,778,675.52,SKU-274,50
D10818,T003,2023-09-04,2023-09-17,1771,1476.98,SKU-230,140
D10819,T004,2023-12-18,2023-12-31,1543,1420.34,SKU-421,101
D10820,T012,2023-02-15,2023-02-26,735,914.24,SKU-478,14
D10821,T009,2023-02-02,2023-02-03,1145,1842.99,SKU-169,114
D10822,T009,2023-06-26,2023-07-03,1556,2081.12,SKU-179,196
D10823,T009,2023-10-14,2023-10-20,1503,2459.74,SKU-417,82
D10824,T006,2023-06-15,2023-07-02,1724,2671.32,SKU-302,49
D10825,T001,2023-06-22,2023-07-04,997,1388.35,SKU-007,106
D10826,T007,2023-08-05,2023-08-12,1648,2893.67,SKU-525,8
D10827,T011,2023-04-19,2023-04-23,1516,2448.77,SKU-191,25
D10828,T008,2023-10-24,2023-11-06,942,1286.54,SKU-566,198
D10829,T008,2023-06-05,2023-06-15,134,208.21,SKU-216,57
D10830,T010,2023-06-06,2023-06-08,1761,1491.85,SKU-041,68
D10831,T011,2023-01-01,2023-01-03,1218,1758.82,SKU-252,144
D10832,T011,2023-04-22,2023-05-06,1776,2704.58,SKU-409,106
D10833,T002,2023-01-21,2023-01-27,530,737.17,SKU-125,72
D10834,T002,2023-12-18,2023-12-29,793,1023.65,SKU-319,58
D10835,T005,2023-01-01,2023-01-09,76,50.6,SKU-410,141
D10836,T008,2023-04-06,2023-04-09,357,498.99,SKU-063,3
D10837,T003,2023-12-24,2023-12-27,395,308.72,SKU-167,130
D10838,T007,2023-05-10,2023-05-21,197,324.74,SKU-247,74
D10839,T007,2023-09-14,2023-09-19,636,973.74,SKU-492,129
D10840,T011,2023-09-04,2023-09-23,686,1088.44,SKU-410,123
D10841,T006,2023-07-14,2023-07-19,1630,2771.33,SKU-007,105
D10842,T004,2023-08-22,2023-08-31,511,490.22,SKU-025,185
D10843,T007,2023-04-03,2023-04-11,228,355.09,SKU-197,63
D10844,T003,2023-04-26,2023-05-03,1387,1196.21,SKU-411,29
D10845,T012,2023-10-02,2023-10-15,437,540.44,SKU-187,134
D10846,T008,2023-04-11,2023-04-16,1250,1811.81,SKU-321,88
D10847,T012,2023-04-25,2023-05-02,90,116.06,SKU-196,16
D10848,T004,2023-09-15,2023-09-17,1778,1584.49,SKU-102,59
D10849,T001,2023-05-14,2023-05-28,818,972.6,SKU-202,38
D10850,T001,2023-09-21,2023-10-09,1611,2184.04,SKU-352,7
D10851,T010,2023-08-19,2023-08-25,367,342.06,SKU-111,70
D10852,T001,2023-04-10,2023-04-11,1445,2150.28,SKU-391,79
D10853,T001,2023-11-22,2023-11-26,775,1157.43,SKU-532,24
D10854,T010,2023-12-27,2024-01-07,941,814.93,SKU-564,92
D10855,T008,2023-07-11,2023-07-16,876,1386.31,SKU-288,142
D10856,T011,2023-12-04,2023-12-10,165,271.95,SKU-189,116
D10857,T011,2023-10-11,2023-10-24,850,1293.24,SKU-205,138
D10858,T007,2023-01-13,2023-01-19,1487,2466.6,SKU-033,72
D10859,T003,2023-05-25,2023-05-30,519,371.92,SKU-544,55
D10860,T010,2023-04-28,2023-05-12,1787,1604.79,SKU-133,105
D10861,T012,2023-04-16,2023-04-29,1237,1588.39,SKU-034,10
D10862,T012,2023-07-01,2023-07-02,73,90.56,SKU-526,189
D10863,T002,2023-05-06,2023-05-12,712,952.0,SKU-312,152
D10864,T009,2023-11-19,2023-11-26,46,74.5,SKU-129,39
D10865,T005,2023-10-21,2023-10-27,348,227.56,SKU-023,83
D10866,T012,2023-12-19,2023-12-21,314,483.18,SKU-126,173
D10867,T003,2023-04-12,2023-04-20,796,570.21,SKU-553,110
D10868,T012,2023-10-16,2023-10-25,1458,1984.92,SKU-199,191
D10869,T006,2023-07-26,2023-08-06,954,1448.6,SKU-593,2
D10870,T006,2023-03-27,2023-04-05,49,64.9,SKU-370,102
D10871,T004,2023-05-15,2023-05-18,1124,999.02,SKU-026,64
D10872,T007,2023-04-18,2023-04-19,1514,2277.63,SKU-135,161
D10873,T002,2023-07-03,2023-07-11,1138,1205.79,SKU-443,42
D10874,T012,2023-04-19,2023-04-24,889,1242.56,SKU-595,162
D10875,T008,2023-08-16,2023-08-31,606,1043.94,SKU-418,15
D10876,T003,2023-02-21,2023-02-24,226,185.6,SKU-079,106
D10877,T005,2023-02-26,2023-03-09,475,317.42,SKU-527,108
D10878,T001,2023-09-08,2023-09-21,480,631.77,SKU-334,169
D10879,T006,2023-06-02,2023-06-06,1326,1785.83,SKU-265,192
D10880,T007,2023-07-07,2023-07-11,1446,2128.78,SKU-260,64
D10881,T004,2023-08-13,2023-08-28,1705,1650.84,SKU-531,18
D10882,T012,2023-05-18,2023-06-06,1460,1942.82,SKU-193,87
D10883,T003,2023-10-20,2023-10-30,1689,1121.31,SKU-309,152
D10884,T010,2023-12-18,2023-12-20,1231,996.13,SKU-086,177
D10885,T002,2023-06-26,2023-07-08,1099,1259.42,SKU-377,76
D10886,T004,2023-01-02,2023-01-11,552,434.99,SKU-056,174
D10887,T007,2023-09-02,2023-09-11,995,1584.49,SKU-562,132
D10888,T003,2023-05-21,2023-05-23,1798,1388.16,SKU-147,148
D10889,T004,2023-02-18,2023-02-19,1185,1005.69,SKU-432,136
D10890,T002,2023-08-04,2023-08-19,989,1344.52,SKU-439,124
D10891,T010,2023-01-22,2023-01-26,961,939.91,SKU-037,131
D10892,T003,2023-10-03,2023-10-11,1431,934.95,SKU-179,94
D10893,T002,2023-02-22,2023-03-01,126,164.06,SKU-189,6
D10894,T008,2023-03-22,2023-04-01,1498,2098.86,SKU-042,98
D10895,T005,2023-03-25,2023-04-07,427,305.39,SKU-454,88
D10896,T003,2023-10-07,2023-10-10,723,535.94,SKU-335,147
D10897,T001,2023-05-18,2023-05-25,1765,2365.34,SKU-028,197
D10898,T004,2023-09-18,2023-09-24,1658,1509.27,SKU-334,195
D10899,T006,2023-02-11,2023-02-12,1748,2695.49,SKU-076,200
D10900,T012,2023-11-11,2023-11-12,274,333.51,SKU-362,45
D10901,T006,2023-02-20,2023-03-04,76,121.37,SKU-321,56
D10902,T009,2023-09-23,2023-10-09,1102,1842.39,SKU-492,172
D10903,T003,2023-05-20,2023-05-27,1233,846.33,SKU-002,170
D10904,T004,2023-11-03,2023-11-13,1289,965.26,SKU-533,38
D10905,T009,2023-09-18,2023-09-26,1740,2826.06,SKU-009,178
D10906,T003,2023-06-04,2023-06-07,1549,1135.15,SKU-208,115
D10907,T004,2023-01-16,2023-01-27,578,515.67,SKU-155,84
D10908,T004,2023-02-14,2023-02-16,1537,1287.06,SKU-247,178
D10909,T003,2023-10-14,2023-10-15,486,369.37,SKU-104,150
D10910,T001,2023-05-04,2023-05-09,790,984.29,SKU-210,175
D10911,T011,2023-02-12,2023-02-26,232,336.55,SKU-065,41
D10912,T011,2023-03-17,2023-03-22,142,224.03,SKU-291,26
D10913,T005,2023-06-22,2023-06-25,276,205.63,SKU-329,119
D10914,T001,2023-07-25,2023-07-26,529,780.11,SKU-270,195
D10915,T005,2023-10-18,2023-10-27,146,122.08,SKU-420,188
D10916,T002,2023-04-16,2023-04-18,915,1153.47,SKU-097,90
D10917,T003,2023-10-09,2023-10-18,750,626.63,SKU-089,158
D10918,T011,2023-05-15,2023-05-18,183,268.6,SKU-201,123
D10919,T009,2023-05-24,2023-05-26,1566,2043.51,SKU-500,187
D10920,T012,2023-11-05,2023-11-24,653,946.56,SKU-228,69
D10921,T001,2023-08-05,2023-08-12,550,779.1,SKU-315,48
D10922,T010,2023-07-07,2023-07-09,818,734.33,SKU-326,102
D10923,T006,2023-06-27,2023-07-01,318,461.05,SKU-196,172
D10924,T012,2023-09-13,2023-09-20,102,132.59,SKU-128,74
D10925,T002,2023-10-25,2023-10-28,1269,1724.28,SKU-525,33
D10926,T006,2023-11-16,2023-11-26,573,983.07,SKU-349,181
D10927,T010,2023-11-09,2023-11-15,1193,1081.73,SKU-185,34
D10928,T006,2023-08-27,2023-09-05,455,648.39,SKU-511,66
D10929,T001,2023-03-19,2023-03-22,375,447.83,SKU-368,185
D10930,T006,2023-06-26,2023-06-28,133,225.21,SKU-409,77
D10931,T008,2023-01-23,2023-01-29,589,937.57,SKU-473,72
D10932,T004,2023-12-19,2024-01-01,622,579.62,SKU-398,121
D10933,T012,2023-06-17,2023-07-03,1521,2409.14,SKU-135,107
D10934,T002,2023-04-23,2023-05-07,834,1069.29,SKU-179,160
D10935,T004,2023-06-11,2023-06-28,365,312.11,SKU-482,153
D10936,T011,2023-02-10,2023-02-20,91,139.02,SKU-157,14
D10937,T006,2023-03-04,2023-03-10,786,1276.27,SKU-116,180
D10938,T012,2023-09-14,2023-09-16,923,1396.11,SKU-326,8
D10939,T010,2023-09-12,2023-09-13,1751,1467.92,SKU-420,164
D10940,T002,2023-09-17,2023-10-03,678,823.76,SKU-056,171
D10941,T001,2023-04-05,2023-04-14,1554,1808.24,SKU-183,104
D10942,T002,2023-10-24,2023-10-30,301,329.3,SKU-340,44
D10943,T010,2023-04-17,2023-04-26,213,202.53,SKU-290,42
D10944,T011,2023-07-22,2023-07-31,568,872.33,SKU-238,194
D10945,T010,2023-02-21,2023-02-23,559,568.68,SKU-040,164
D10946,T003,2023-11-17,2023-11-26,741,533.93,SKU-189,197
D10947,T010,2023-10-16,2023-10-26,1033,942.53,SKU-328,11
D10948,T002,2023-10-21,2023-10-28,738,930.76,SKU-155,41
D10949,T012,2023-06-14,2023-06-15,124,181.56,SKU-563,110
D10950,T003,2023-01-23,2023-02-09,844,662.5,SKU-569,141
D10951,T005,2023-07-14,2023-07-17,63,51.08,SKU-553,9
D10952,T006,2023-11-24,2023-12-01,843,1295.91,SKU-377,69
D10953,T011,2023-09-08,2023-09-26,1130,1632.79,SKU-411,69
D10954,T006,2023-09-16,2023-09-30,1717,2897.0,SKU-181,24
D10955,T011,2023-12-01,2023-12-04,1328,1765.31,SKU-043,170
D10956,T003,2023-04-07,2023-04-09,1531,1285.78,SKU-437,18
D10957,T002,2023-06-26,2023-07-01,738,955.41,SKU-397,64
D10958,T008,2023-08-10,2023-08-13,1279,2195.58,SKU-487,20
D10959,T009,2023-08-02,2023-08-04,1484,2444.99,SKU-260,140
D10960,T007,2023-04-16,2023-04-28,1568,2410.78,SKU-509,82
D10961,T004,2023-08-08,2023-08-16,838,753.12,SKU-350,176
D10962,T005,2023-06-14,2023-06-23,378,275.77,SKU-496,135
D10963,T012,2023-08-06,2023-08-09,1717,2540.17,SKU-577,14
D10964,T001,2023-09-28,2023-10-06,625,784.1,SKU-568,113
D10965,T006,2023-05-12,2023-05-15,893,1204.55,SKU-389,2
D10966,T001,2023-04-21,2023-05-05,1597,2233.58,SKU-034,30
D10967,T008,2023-01-06,2023-01-17,1078,1497.6,SKU-452,80
D10968,T003,2023-05-10,2023-05-18,1336,1048.88,SKU-205,82
D10969,T010,2023-10-15,2023-10-23,1669,1281.49,SKU-568,4
D10970,T004,2023-12-18,2024-01-01,799,729.58,SKU-339,127
D10971,T008,2023-11-21,2023-11-27,1243,1715.65,SKU-084,104
D10972,T010,2023-06-02,2023-06-06,103,78.82,SKU-415,186
D10973,T002,2023-10-05,2023-10-23,1585,1840.95,SKU-106,189
D10974,T002,2023-09-17,2023-09-25,632,693.47,SKU-018,18
D10975,T008,2023-04-24,2023-05-01,120,185.92,SKU-584,51
D10976,T004,2023-10-26,2023-10-29,1470,1264.31,SKU-123,186
D10977,T010,2023-08-16,2023-09-01,1011,801.02,SKU-050,158
D10978,T011,2023-05-13,2023-05-20,947,1208.79,SKU-287,128
D10979,T002,2023-10-07,2023-10-10,1435,1777.88,SKU-487,74
D10980,T006,2023-09-28,2023-10-10,1262,2135.2,SKU-326,4
D10981,T003,2023-05-10,2023-05-18,437,367.44,SKU-194,189
D10982,T005,2023-10-24,2023-10-30,1095,763.27,SKU-096,186
D10983,T008,2023-02-04,2023-02-05,370,587.11,SKU-421,80
D10984,T006,2023-08-17,2023-08-18,1504,2011.04,SKU-420,49
D10985,T001,2023-01-16,2023-01-23,1599,1945.49,SKU-347,87
D10986,T009,2023-02-03,2023-02-09,1651,2491.71,SKU-261,146
D10987,T012,2023-08-25,2023-08-28,680,1022.4,SKU-416,61
D10988,T005,2023-03-06,2023-03-14,983,831.3,SKU-558,185
D10989,T001,2023-06-08,2023-06-26,698,815.09,SKU-519,157
D10990,T011,2023-03-12,2023-03-24,689,963.16,SKU-334,165
D10991,T011,2023-01-26,2023-02-08,211,276.12,SKU-164,108
D10992,T002,2023-04-15,2023-04-24,1033,1174.75,SKU-446,68
D10993,T004,2023-04-12,2023-04-21,859,778.09,SKU-080,175
D10994,T002,2023-04-27,2023-05-07,695,775.82,SKU-227,170
D10995,T012,2023-11-20,2023-12-03,100,138.72,SKU-370,159
D10996,T005,2023-04-26,2023-04-28,1495,1262.9,SKU-240,111
D10997,T008,2023-12-28,2023-12-31,1144,1902.89,SKU-030,49
D10998,T012,2023-10-12,2023-10-21,609,854.38,SKU-260,87
D10999,T003,2023-11-24,2023-11-29,1533,1233.51,SKU-591,112
D11000,T002,2023-09-05,2023-09-16,483,638.35,SKU-179,172
D11001,T005,2023-02-03,2023-02-09,764,560.78,SKU-196,35
D11002,T005,2023-06-27,2023-07-06,988,797.71,SKU-401,168
D11003,T004,2023-09-16,2023-10-04,1030,932.34,SKU-092,19
D11004,T003,2023-04-27,2023-05-15,132,106.18,SKU-174,6
D11005,T004,2023-05-20,2023-06-01,645,539.09,SKU-045,64
D11006,T005,2023-08-18,2023-08-19,301,219.87,SKU-463,85
D11007,T003,2023-03-03,2023-03-10,937,746.07,SKU-072,170
D11008,T008,2023-03-13,2023-03-28,1674,2977.47,SKU-550,67
D11009,T004,2023-08-24,2023-09-02,956,767.24,SKU-017,140
D11010,T012,2023-06-08,2023-06-13,321,456.43,SKU-593,27
D11011,T012,2023-05-28,2023-06-02,541,757.06,SKU-014,5
D11012,T012,2023-10-15,2023-10-23,994,1387.09,SKU-065,79
D11013,T010,2023-12-26,2024-01-08,974,842.66,SKU-320,195
D11014,T001,2023-06-18,2023-07-05,790,998.51,SKU-507,107
D11015,T009,2023-07-11,2023-07-14,1053,1761.74,SKU-238,199
D11016,T008,2023-05-28,2023-06-10,1465,2239.2,SKU-317,112
D11017,T012,2023-09-02,2023-09-13,1028,1470.71,SKU-473,166
D11018,T006,2023-04-13,2023-04-18,1675,2812.83,SKU-323,191
D11019,T003,2023-05-04,2023-05-20,824,697.19,SKU-460,88
D11020,T007,2023-04-14,2023-04-24,1539,2209.63,SKU-458,157
D11021,T012,2023-03-05,2023-03-08,679,901.02,SKU-248,1
D11022,T001,2023-07-23,2023-07-31,1048,1474.42,SKU-138,70
D11023,T001,2023-01-05,2023-01-09,855,1162.25,SKU-275,97
D11024,T002,2023-02-25,2023-02-26,1162,1320.0,SKU-598,182
D11025,T008,2023-12-15,2023-12-17,137,234.72,SKU-173,45
D11026,T002,2023-11-27,2023-12-06,1727,2138.12,SKU-001,74
D11027,T004,2023-08-25,2023-08-27,1594,1220.02,SKU-599,128
D11028,T002,2023-12-19,2023-12-20,433,521.0,SKU-342,70
D11029,T006,2023-03-20,2023-03-24,1308,2070.96,SKU-115,96
D11030,T012,2023-08-11,2023-08-19,1119,1761.38,SKU-447,3
D11031,T006,2023-02-16,2023-02-17,68,87.9,SKU-089,91
D11032,T012,2023-02-21,2023-02-27,275,379.86,SKU-220,13
D11033,T011,2023-05-24,2023-05-26,1629,2702.25,SKU-315,115
D11034,T002,2023-01-17,2023-01-25,60,82.7,SKU-173,29
D11035,T007,2023-10-28,2023-11-03,1572,2531.25,SKU-253,176
D11036,T012,2023-06-03,2023-06-05,244,301.46,SKU-004,119
D11037,T002,2023-06-13,2023-06-23,919,1237.08,SKU-240,11
D11038,T001,2023-12-18,2023-12-28,1217,1792.99,SKU-152,19
D11039,T006,2023-05-07,2023-05-10,1504,2542.6,SKU-173,180
D11040,T009,2023-08-10,2023-08-14,1295,1871.58,SKU-407,67
D11041,T003,2023-02-02,2023-02-05,136,90.06,SKU-092,117
D11042,T003,2023-05-24,2023-06-02,1014,813.67,SKU-403,176
D11043,T001,2023-03-14,2023-03-15,375,552.77,SKU-549,123
D11044,T007,2023-12-10,2023-12-12,304,438.55,SKU-546,82
D11045,T010,2023-05-21,2023-05-23,407,341.31,SKU-207,80
D11046,T003,2023-11-06,2023-11-14,1500,1045.02,SKU-343,76
D11047,T007,2023-08-23,2023-09-05,579,866.84,SKU-298,100
D11048,T009,2023-12-17,2023-12-31,765,971.55,SKU-482,182
D11049,T010,2023-09-09,2023-09-14,1044,835.36,SKU-568,20
D11050,T005,2023-03-25,2023-04-03,681,576.12,SKU-225,121
D11051,T007,2023-08-07,2023-08-13,355,527.67,SKU-050,197
D11052,T001,2023-11-11,2023-11-24,1595,2126.17,SKU-486,63
D11053,T011,2023-01-10,2023-01-16,1489,2021.19,SKU-166,70
D11054,T011,2023-09-18,2023-10-01,989,1572.86,SKU-322,59
D11055,T008,2023-03-08,2023-03-15,597,822.41,SKU-034,23
D11056,T007,2023-10-20,2023-10-31,1485,2531.09,SKU-242,39
D11057,T010,2023-03-16,2023-03-20,1484,1350.14,SKU-520,22
D11058,T003,2023-01-12,2023-01-23,1080,713.53,SKU-474,172
D11059,T002,2023-07-15,2023-07-26,1716,2056.98,SKU-185,122
D11060,T011,2023-06-03,2023-06-19,1557,2290.65,SKU-519,86
D11061,T005,2023-11-28,2023-12-08,1355,1001.4,SKU-401,198
D11062,T008,2023-04-18,2023-04-25,1183,1673.91,SKU-093,65
D11063,T008,2023-12-22,2023-12-28,1685,2562.81,SKU-017,146
D11064,T004,2023-06-20,2023-06-24,922,832.64,SKU-298,68
D11065,T011,2023-12-01,2023-12-16,1711,2641.34,SKU-049,147
D11066,T003,2023-04-09,2023-04-18,591,459.37,SKU-385,96
D11067,T010,2023-04-07,2023-04-14,1455,1479.71,SKU-149,55
D11068,T008,2023-03-16,2023-03-20,1727,2614.87,SKU-008,157
D11069,T008,2023-09-20,2023-09-27,171,270.58,SKU-411,199
D11070,T006,2023-02-18,2023-02-24,544,894.17,SKU-399,195
D11071,T005,2023-03-24,2023-04-01,1090,726.53,SKU-526,22
D11072,T002,2023-07-24,2023-08-02,347,440.05,SKU-432,197
D11073,T008,2023-11-02,2023-11-17,1791,2668.11,SKU-332,72
D11074,T009,2023-12-17,2023-12-24,1430,2014.37,SKU-083,2
D11075,T010,2023-01-20,2023-01-29,406,386.63,SKU-415,157
D11076,T002,2023-04-14,2023-04-15,434,489.19,SKU-504,165
D11077,T005,2023-09-08,2023-09-12,1524,1273.17,SKU-002,167
D11078,T002,2023-10-14,2023-10-21,1177,1525.98,SKU-364,5
D11079,T005,2023-10-14,2023-10-18,1145,786.2,SKU-575,149
D11080,T008,2023-08-01,2023-08-08,559,833.41,SKU-373,4
D11081,T011,2023-01-01,2023-01-08,1240,1772.44,SKU-441,185
D11082,T007,2023-08-28,2023-09-14,270,381.0,SKU-256,170
D11083,T009,2023-03-15,2023-03-30,1238,1708.2,SKU-146,116
D11084,T008,2023-02-07,2023-02-09,1312,1818.48,SKU-167,13
D11085,T005,2023-04-21,2023-04-22,982,810.89,SKU-401,162
D11086,T011,2023-08-25,2023-08-31,1365,1929.74,SKU-509,76
D11087,T005,2023-01-01,2023-01-03,1718,1342.48,SKU-039,152
D11088,T007,2023-12-25,2024-01-03,1615,2333.92,SKU-420,20
D11089,T010,2023-05-20,2023-06-01,327,322.02,SKU-566,163
D11090,T007,2023-04-22,2023-04-23,734,1004.81,SKU-541,103
D11091,T011,2023-04-10,2023-04-12,1177,1727.32,SKU-014,11
D11092,T010,2023-08-12,2023-08-21,1071,1045.05,SKU-382,112
D11093,T007,2023-03-10,2023-03-19,145,237.51,SKU-032,5
D11094,T007,2023-02-22,2023-02-26,1580,2546.4,SKU-473,68
D11095,T003,2023-05-04,2023-05-19,1295,1068.13,SKU-175,182
D11096,T012,2023-09-22,2023-09-25,1286,1776.12,SKU-060,49
D11097,T010,2023-10-15,2023-10-19,116,98.38,SKU-184,71
D11098,T008,2023-12-22,2023-12-30,390,673.65,SKU-512,135
D11099,T001,2023-05-15,2023-05-16,738,913.88,SKU-600,11
D11100,T003,2023-11-19,2023-12-06,755,490.81,SKU-470,1
D11101,T005,2023-01-15,2023-01-27,1307,883.63,SKU-291,36
D11102,T011,2023-01-16,2023-02-04,865,1389.91,SKU-573,47
D11103,T005,2023-06-07,2023-06-18,973,766.68,SKU-248,103
D11104,T001,2023-08-18,2023-09-02,1646,2105.39,SKU-221,10
D11105,T008,2023-07-06,2023-07-16,1411,2164.01,SKU-287,185
D11106,T007,2023-04-08,2023-04-09,323,487.61,SKU-040,55
D11107,T006,2023-11-01,2023-11-10,402,528.59,SKU-170,153
D11108,T012,2023-07-06,2023-07-13,807,1190.73,SKU-242,164
D11109,T006,2023-12-27,2024-01-07,1201,1679.8,SKU-370,38
D11110,T012,2023-01-13,2023-01-31,791,962.97,SKU-134,176
D11111,T012,2023-11-02,2023-11-12,1126,1707.53,SKU-049,161
D11112,T002,2023-01-18,2023-01-22,804,962.36,SKU-083,148
D11113,T010,2023-09-24,2023-09-30,1475,1161.91,SKU-491,83
D11114,T011,2023-11-03,2023-11-04,1481,2281.84,SKU-341,71
D11115,T009,2023-12-01,2023-12-08,1239,2008.71,SKU-014,63
D11116,T012,2023-06-22,2023-07-04,1370,1885.11,SKU-007,94
D11117,T012,2023-10-18,2023-10-29,333,435.03,SKU-377,188
D11118,T011,2023-10-13,2023-10-18,337,540.78,SKU-357,49
D11119,T002,2023-12-15,2023-12-21,284,308.95,SKU-301,199
D11120,T011,2023-11-16,2023-11-25,610,977.16,SKU-269,45
D11121,T010,2023-12-01,2023-12-09,670,545.8,SKU-390,95
D11122,T008,2023-06-20,2023-06-27,688,1036.17,SKU-454,100
D11123,T011,2023-07-12,2023-07-17,1640,2540.71,SKU-346,105
D11124,T004,2023-11-01,2023-11-09,1172,1034.76,SKU-356,158
D11125,T008,2023-06-21,2023-06-23,181,307.59,SKU-023,123
D11126,T010,2023-06-06,2023-06-20,1697,1352.86,SKU-584,197
D11127,T005,2023-05-09,2023-05-14,503,396.05,SKU-316,159
D11128,T011,2023-07-17,2023-07-21,579,750.01,SKU-058,21
D11129,T009,2023-11-15,2023-11-19,727,1210.49,SKU-151,36
D11130,T008,2023-11-10,2023-11-23,180,256.02,SKU-116,27
D11131,T004,2023-03-20,2023-03-27,1169,1095.9,SKU-598,19
D11132,T005,2023-08-16,2023-08-30,1285,1058.28,SKU-006,192
D11133,T005,2023-09-23,2023-10-02,1493,1220.47,SKU-340,182
D11134,T001,2023-09-17,2023-09-28,106,150.5,SKU-439,189
D11135,T007,2023-03-01,2023-03-14,503,742.51,SKU-189,51
D11136,T002,2023-06-05,2023-06-15,1237,1495.89,SKU-179,78
D11137,T012,2023-03-08,2023-03-15,590,932.82,SKU-302,122
D11138,T006,2023-12-10,2023-12-18,1508,2215.58,SKU-471,148
D11139,T005,2023-10-16,2023-10-17,372,289.72,SKU-231,104
D11140,T009,2023-01-22,2023-02-05,579,972.7,SKU-097,82
D11141,T001,2023-12-18,2023-12-25,313,419.47,SKU-070,147
D11142,T005,2023-04-15,2023-04-20,966,798.35,SKU-052,52
D11143,T011,2023-10-08,2023-10-09,1059,1346.77,SKU-313,109
D11144,T004,2023-07-18,2023-07-26,371,328.3,SKU-577,91
D11145,T008,2023-03-10,2023-03-21,714,1270.57,SKU-044,17
D11146,T010,2023-05-19,2023-05-20,1589,1262.36,SKU-594,89
D11147,T006,2023-10-24,2023-10-27,681,1048.61,SKU-371,134
D11148,T002,2023-09-08,2023-09-14,537,655.29,SKU-228,93
D11149,T008,2023-09-07,2023-09-20,1004,1361.79,SKU-173,95
D11150,T005,2023-08-06,2023-08-07,134,108.55,SKU-283,183
D11151,T003,2023-07-02,2023-07-14,1087,752.36,SKU-599,145
D11152,T005,2023-03-09,2023-03-13,863,558.97,SKU-433,74
D11153,T001,2023-08-10,2023-08-16,218,313.75,SKU-265,54
D11154,T007,2023-09-18,2023-09-20,1132,1969.19,SKU-322,179
D11155,T004,2023-02-17,2023-02-22,1483,1216.0,SKU-384,157
D11156,T005,2023-09-14,2023-09-20,714,581.11,SKU-290,26
D11157,T003,2023-07-26,2023-08-03,679,458.9,SKU-115,115
D11158,T004,2023-02-24,2023-03-02,1021,953.08,SKU-021,168
D11159,T001,2023-03-22,2023-03-29,92,131.67,SKU-231,77
D11160,T010,2023-09-15,2023-09-21,1010,1002.29,SKU-378,141
D11161,T003,2023-10-26,2023-11-02,509,381.12,SKU-303,87
